Llama2_corr_score,Llama2_wrong_score,Llama2_right
-4.473931641063907,-5.064822660251097,True
-4.473931641063907,-4.83079427977403,True
-4.1499939706515185,-4.4271251399602205,True
-4.466602997105413,-5.257934945573132,True
-3.1967387385084294,-3.6429151956482593,True
-3.578344138804823,-4.510242859367281,True
-2.999816709629479,-3.890129912516568,True
-3.8419109577579156,-4.586784254138668,True
-4.227625413113856,-5.136248027572098,True
-3.6820905609677235,-5.090627832481494,True
-4.116597487325115,-4.209748470845322,True
-4.116597487325115,-4.464515226227896,True
-4.116597487325115,-3.982471296750009,False
-3.717528256313766,-4.171691504656337,True
-4.032798086351249,-4.13223232490321,True
-2.9802232512652957,-3.5693412846339925,True
-4.419473744928837,-5.192074179649353,True
-3.720076579743853,-3.9118940306620464,True
-3.720076579743853,-3.65736247243529,False
-3.9043512514659335,-4.371746689081192,True
-3.4376172117061086,-5.055974006652832,True
-2.75127954786088,-4.592376151255199,True
-5.019281160086393,-5.107820630073547,True
-3.2975351356952967,-4.806727576379974,True
-4.679989544408662,-6.524152603745461,True
-3.2102084742962487,-5.518428206443787,True
-2.1397620586753225,-3.6036989241838455,True
-3.063871257490246,-5.51705155048209,True
-2.784564058127051,-4.282323047363509,True
-2.682352264109068,-4.652645922459972,True
-3.4375443969454085,-4.255616277456284,True
-3.8280947217717767,-4.559991556219757,True
-2.4358188500512123,-3.819812862739623,True
-3.119278894789103,-3.8998860895633696,True
-3.5716410130262375,-4.3685155510902405,True
-3.559893197985366,-4.592078150529415,True
-2.8861117665232583,-4.061038166707889,True
-4.139460444450378,-4.283299922943115,True
-3.189029159769416,-4.234287628531456,True
-3.934172954824236,-4.404316193527645,True
-3.7768623679876328,-4.664481654763222,True
-3.546014420518821,-3.860983654856682,True
-3.184358248859644,-3.855050071396611,True
-3.0632880937773734,-4.202797332985534,True
-2.7899686786430804,-2.885684200989393,True
-2.8803992143883885,-3.5516470432281495,True
-3.0918887368299894,-4.1737358056254585,True
-3.892464351322916,-4.135517485439777,True
-3.892464351322916,-5.15209287405014,True
-4.171135323388236,-5.294032831986745,True
-5.050320953130722,-6.685785484313965,True
-4.452116385102272,-6.003327508767446,True
-3.298709644936025,-4.429819877259433,True
-5.423069074749947,-6.742582201957703,True
-5.587293649092317,-6.892275300621987,True
-4.768601460848004,-6.350224785506725,True
-2.509031440414089,-3.3775612318189814,True
-3.4052481576800346,-4.479053149620692,True
-4.1141678520611356,-4.161355562508106,True
-3.3033409958705304,-3.5266727710312065,True
-3.448066914661063,-3.9510218716226517,True
-3.769995112903416,-4.316748266806826,True
-3.771372744015285,-4.189891971647739,True
-3.0732426520626177,-4.00351679407888,True
-5.222087800502777,-5.697394609451294,True
-2.501533084859451,-3.3488352827727796,True
-2.726127345781424,-4.642535249392192,True
-4.643803224992007,-4.398127011126942,False
-1.869632948042216,-2.059834657257722,True
-4.2066267772267265,-4.748273236884011,True
-2.28952521418052,-2.347831299697811,True
-3.5023900363982343,-6.277436665126255,True
-3.527726777919775,-7.505489417484829,True
-3.5094184582761954,-5.590129792690277,True
-2.772292358599688,-4.984250724315643,True
-2.9914647139201405,-6.173928886651993,True
-3.1764153221185554,-5.670895934104919,True
-3.326737206175246,-4.880862712860107,True
-3.7693724355712117,-4.811362792737782,True
-3.414474290423095,-4.516491223540571,True
-4.005543738603592,-4.762705683708191,True
-4.63474239083007,-5.216678857803345,True
-4.198369512851867,-4.189075716771185,False
-3.31260199548838,-4.1528454596540545,True
-5.75101090941046,-6.078256945746641,True
-4.536198124289513,-5.316055770431246,True
-1.7029606538036695,-1.9663967974483967,True
-3.112938835285604,-3.8423160135746004,True
-2.970508493853479,-3.6823845375223425,True
-3.5420599669218062,-4.297161549329758,True
-2.7081087132294974,-3.3155862987041473,True
-3.545537500269711,-4.7357899963855745,True
-4.843062487948272,-5.060427724383771,True
-2.8101107844203295,-2.7753832013082786,False
-3.0556325009939345,-3.40420419790528,True
-2.7289239725527854,-2.9927033756931243,True
-1.9122200372036209,-2.2382645385170523,True
-3.270246697962284,-3.565202522277832,True
-3.4281609803438187,-4.088979579508305,True
-3.646465603262186,-4.432723332196474,True
-3.497801718651317,-4.890163943171501,True
-3.1964006362657527,-6.749010294675827,True
-2.7994985766285523,-5.062661647796631,True
-2.9507490765271625,-5.1182169914245605,True
-3.498083956698379,-4.947062989075978,True
-3.729631020719858,-5.973631094608988,True
-3.867538837934262,-6.7307941143711405,True
-3.26725437437805,-6.824973123414176,True
-2.5916814057093758,-4.2607909679412845,True
-3.2079569339752196,-4.146524113416672,True
-2.593630507217974,-3.4624896482987837,True
-4.2692821224530535,-4.9160838248208165,True
-3.0425383974506985,-5.617458492517471,True
-3.8342089641632304,-4.657589144176907,True
-3.793192461365834,-4.294887758791447,True
-3.4068426340818405,-3.911563593480322,True
-2.7680810083063325,-3.030133603114915,True
-3.1475341407504556,-4.104441513238791,True
-3.078817736854156,-3.757351581007242,True
-3.1754664339138854,-4.136063631369325,True
-3.240971598913893,-3.995675185710813,True
-3.1152600610376493,-3.6437518010420415,True
-3.07467150445231,-3.6938322803665264,True
-2.8098623948171735,-3.514799078918683,True
-3.820624333356197,-4.794876294193922,True
-3.1554602128380793,-4.066731215811645,True
-3.03581498676067,-3.881947943777777,True
-3.3961891393273085,-4.031436381097592,True
-3.2265947958949255,-3.7664953444735145,True
-2.954795886639177,-3.727692880695138,True
-3.4298821900572096,-4.00558808020183,True
-2.7824388897279277,-3.4628365175332876,True
-3.7083110187450075,-4.253917637692454,True
-2.7506781142146792,-3.715141488541849,True
-3.1152600610376493,-3.6437518010420415,True
-2.8098623948171735,-3.514799078918683,True
-3.717915049621037,-4.415678932116582,True
-4.165116734802723,-5.110381771738712,True
-2.974730618825803,-3.6825075168783465,True
-3.297343053823958,-3.990180308511481,True
-3.2150371903475996,-4.066731215811645,True
-3.8485686762956903,-4.301698793665439,True
-2.950707117509511,-3.61751995465773,True
-2.960404212959111,-3.1077507738220063,True
-3.299365993239917,-4.036369072547781,True
-2.693303064461534,-2.9864825142995826,True
-3.559687661464947,-4.371422053693095,True
-2.8098623948171735,-3.514799078918683,True
-3.650045566384991,-3.696552192171415,True
-3.405231807868404,-4.456066298368387,True
-3.2134756058003404,-3.9843882291577755,True
-3.1884504261615803,-3.8316977712713802,True
-3.8899717025855995,-4.333428221470967,True
-3.9009513541656946,-4.84239492049584,True
-3.2861224149066186,-4.019413353547861,True
-3.55097910123212,-4.6630772558542395,True
-3.2038302706942585,-3.6077611240247887,True
-3.0461813318543136,-3.752295775959889,True
-3.9221936348559603,-4.8214454530971125,True
-3.464172310428694,-4.3251342673486635,True
-3.3056196185789304,-4.2024048807720344,True
-3.452503304387552,-4.257339562995185,True
-3.9612229531009993,-4.82556585754667,True
-4.0418442615440915,-4.826905690706694,True
-3.078817736854156,-3.757351581007242,True
-3.384238795028068,-4.376326060139885,True
-3.044188990179464,-3.666179519127278,True
-2.7322020822824786,-3.302609909235728,True
-3.437636454900106,-4.474577367305756,True
-2.6492830311258633,-3.272482884465717,True
-2.5543044498190284,-4.024131333571859,True
-3.798930163262412,-5.12462223879993,True
-3.0292178491151636,-3.3474372185495063,True
-2.7864785478217526,-4.806913418369367,True
-3.7821728653377957,-4.603149235248566,True
-2.3371000238780484,-3.038164354760998,True
-3.0422503638681238,-3.242195048006789,True
-2.0034408426607633,-3.4621144885313697,True
-3.267485270873294,-4.7301004614148825,True
-3.603973073372617,-3.5467380062004343,False
-2.2590854169985204,-2.473548772702684,True
-2.1389874142302383,-3.2865892002979913,True
-3.0944430148229003,-4.438466990645975,True
-2.1053709851034608,-2.6024571119342,True
-2.5924400614458136,-3.0355412776727464,True
-2.73782723424806,-3.847488111257553,True
-2.5890628250403096,-2.5303429211656163,False
-2.475713623998066,-3.0068100918657503,True
-3.7401738354798266,-3.541683891305217,False
-1.7532147506843236,-3.2708454000709866,True
-2.6989914971481386,-3.597096718211348,True
-2.306899896757386,-2.750619645623374,True
-2.6633069278164343,-3.759791636331515,True
-2.713155827843226,-3.5644476322027354,True
-3.0059643243293976,-3.797532107090644,True
-3.6106619834899902,-4.171453213691711,True
-2.738950606290018,-3.792506670128205,True
-3.190475799172418,-3.910502580553293,True
-3.244037504265593,-3.5417071588083426,True
-3.5132441667219,-3.8252820014953612,True
-2.3385763452910724,-3.084033736085985,True
-2.367018059246911,-2.377367092044941,True
-2.6392267634498423,-2.9930504198730756,True
-1.8504135530645727,-2.0221345184702213,True
-2.253046882937689,-3.4013036583357743,True
-2.142591506189395,-2.9088425831791636,True
-2.3434319787978892,-2.3629128101223613,True
-2.859884152054417,-3.4818743725772947,True
-3.059916904539262,-6.41613371031625,True
-1.9785483415253111,-3.3009936213493347,True
-2.2026203956484096,-3.2495808228850365,True
-1.9510594063529945,-2.7175896050674573,True
-2.9622206991821853,-3.6621697296181486,True
-2.115811340253388,-3.204740645363927,True
-3.114797569094942,-5.44254211584727,True
-2.005569454150232,-2.392937119711529,True
-2.4929580549055355,-2.850808062266359,True
-2.4929580549055355,-2.7907605633455597,True
-2.4929580549055355,-3.086048667790324,True
-2.4929580549055355,-2.833329598394422,True
-2.3779256855756707,-2.8820765805829307,True
-3.0036142093678273,-2.916438530637866,False
-3.109042985192328,-3.0732997038349925,False
-2.853535692964215,-2.9233096826217313,True
-3.2087225146395597,-3.6747871271187535,True
-2.944234649927239,-3.161497386990959,True
-1.9852042418413995,-2.5179186661677835,True
-2.3238623665113534,-3.5465255404955576,True
-2.29455707982249,-2.701954559256722,True
-2.6187402316679558,-3.6444112792611123,True
-2.5379310802643884,-3.552636306057684,True
-3.2164886805739323,-3.793367684102402,True
-2.6891767696470197,-3.4878935280721635,True
-1.9500940863780367,-2.514119331755986,True
-2.8810882685764225,-3.3171330561240513,True
-2.857709191510886,-3.449563796860665,True
-2.5008365650159807,-3.003632810826485,True
-3.0827560604408903,-3.771197890719542,True
-2.3449210215744993,-2.9711591491941363,True
-2.4861178583482495,-2.9518484253087083,True
-2.72676848703538,-3.121033097367867,True
-2.884417984676215,-3.7106120977550745,True
-2.771191092578822,-3.3293447115770856,True
-2.7294335626252826,-3.5491806651864732,True
-2.743269002208343,-3.113508643152622,True
-3.0346059647496215,-4.048033091024711,True
-2.9004478993520024,-3.2784149480285123,True
-3.5345641096433003,-4.079345356140818,True
-2.0291506333691673,-2.3760589900446814,True
-2.2488611737280735,-2.4409930441455034,True
-2.6420643256621106,-2.953207616444321,True
-2.1920867323402917,-2.80309811470044,True
-2.3912965847800174,-3.044545652717352,True
-2.6031397779021064,-2.93517909325019,True
-2.309685588690142,-2.9070523435870808,True
-2.580025949912584,-2.846987668493324,True
-2.7348170221618604,-2.8826409380926634,True
-2.5249448051115904,-2.9946572671149623,True
-2.036207339554676,-2.5054322045878505,True
-2.5288328355163685,-2.843568660518213,True
-2.8817184938137266,-3.3945844310025373,True
-2.5549996660230683,-2.928212110302411,True
-2.0018244279993023,-2.4226612698138608,True
-2.8509803715309032,-3.3675648914895167,True
-2.5372674480861046,-3.1418472108688498,True
-2.651875987648964,-3.111892206221819,True
-3.2900308092523898,-3.643846313986513,True
-2.89034232624302,-2.9244809882948175,True
-2.693384947965387,-3.285861022607423,True
-2.858759827911854,-2.877798137183373,True
-3.94199862097263,-3.6873939040636357,False
-3.1614437120204624,-2.934358252857167,False
-3.5775204703211783,-3.0596917050962267,False
-2.852033019343463,-2.7466422083784385,False
-3.0186337048362475,-3.7030230041593315,True
-3.077455456332805,-4.092181461730173,True
-3.4736331147141755,-3.5799214366823433,True
-3.2903782054781914,-3.313974451951005,True
-4.060642242431641,-4.360943069949927,True
-3.2032808465883136,-3.0290038402784956,False
-3.373068937233516,-5.068637579679489,True
-2.7650952195205414,-3.8317084232345224,True
-4.224404966192586,-4.680112540721893,True
-4.0277772460184575,-4.055544162815851,True
-3.6002098749342717,-3.606819288903161,True
-3.8019746713340283,-3.7130052164196967,False
-3.4610502379170307,-3.472027354149355,True
-3.4482042870007543,-3.392382151741047,False
-2.060581142313701,-2.6939176593829566,True
-3.2770191501127557,-4.164896101756312,True
-2.417981712469191,-2.6996022775565507,True
-2.4896275817789135,-2.5271998553536834,True
-2.2255252809563366,-2.659498261248433,True
-2.9954265324215936,-3.517565607691982,True
-2.1719557184599885,-2.481976253169705,True
-3.385268666851334,-3.4850742935435846,True
-3.6451190047793918,-3.7682590219709606,True
-3.8366976445335346,-3.6170727483900813,False
-2.8647087466503893,-3.2825831907490888,True
-3.798957625623135,-3.7394038075581193,False
-3.829751914038378,-3.931911871494616,True
-4.05545856943354,-4.107968111988157,True
-3.9580256075543514,-3.957537952591391,False
-3.6602064182653145,-4.043922962949557,True
-3.831279555161018,-4.083221043169033,True
-4.535080259054666,-4.248767774515727,False
-3.5651852095292673,-3.65167584501776,True
-3.7997355785919353,-3.96311470476212,True
-1.9695458764224039,-2.3330699597649716,True
-2.1507165411567257,-2.5789496000707004,True
-1.7856071811984293,-2.348958607266575,True
-2.6985806754112542,-3.287211953030367,True
-1.826257932068464,-2.2133637765412764,True
-2.245207812393346,-2.68744201712434,True
-2.3805635975939885,-2.9575570481829345,True
-1.7688877173952278,-2.3509906364013657,True
-3.629169169580564,-4.725493822778974,True
-3.101584247795732,-3.507625864764962,True
-2.7379113834002053,-2.6199095758952002,False
-2.4533759207192096,-2.2583251372605444,False
-3.0820448765469552,-2.8793294128619085,False
-3.243579620984383,-3.2145983874077153,False
-3.1165216842690775,-3.066589073828072,False
-4.159707263112068,-4.053247652947903,False
-2.6342818352859467,-2.6958076373807023,True
-2.2080228491596734,-2.669035069644451,True
-3.2279746847657056,-3.0956792856256166,False
-2.938391292984866,-3.4643839423855147,True
-2.416044721779014,-2.5496859748343317,True
-2.0568911945447326,-2.551693150307983,True
-3.387783508935668,-3.6434595817450566,True
-2.7982206175103785,-3.4447145777444046,True
-2.406224509502542,-3.008198222565827,True
-2.617982604951572,-2.4602019896276315,False
-2.689047641093133,-2.7093113180546258,True
-2.776910312823626,-2.5943679386883476,False
-2.867512089477497,-2.5041265660623573,False
-3.06915732473135,-3.399661689827388,True
-3.3948024168817534,-3.639765533769969,True
-2.709276994717691,-3.3467798659282075,True
-3.166212010671188,-3.2769719310338132,True
-3.3076815275344416,-3.283535013702931,False
-3.0477370746666566,-3.2476143650710583,True
-2.4578212694109727,-2.4675806058803573,True
-2.9329598414478824,-3.2001281823031604,True
-3.319064061778287,-4.578609366901219,True
-1.616783846010962,-1.6248533646808938,True
-1.9273982654974264,-1.843461892154058,False
-1.8708833873000306,-1.7124244897416794,False
-3.6249076151289046,-3.314760890024315,False
-2.862747345997307,-3.2010499366692136,True
-3.0793270049306254,-3.5265990952650705,True
-3.0793270049306254,-3.296109273781379,True
-2.3345300641635225,-2.8808299145764775,True
-1.776925845422573,-2.0120004037734445,True
-2.243692058965098,-2.3897023884950612,True
-2.1401634102651808,-3.6834154201840814,True
-3.5925123702119373,-3.3596040961898064,False
-2.5255746618103054,-2.8314272638952107,True
-2.3161181668666275,-2.348284102129665,True
-2.615197028581211,-2.611578652531794,False
-2.4248985102764586,-2.430535233283384,True
-2.0930954631024585,-2.6192757624580905,True
-2.4803092631566535,-3.001526192117078,True
-2.2774950089256487,-2.2058051267975114,False
-1.7602806338095434,-2.4386977759659203,True
-2.7464313598720764,-3.0156940103202032,True
-4.12132927775383,-4.421386182451477,True
-2.3719137038508626,-2.540434297204851,True
-3.1697754266746676,-3.567182022151038,True
-3.3270197190778465,-3.2105627833680046,False
-3.75052841482684,-4.113130304776132,True
-2.345727857854217,-2.6338099874885907,True
-3.1513600861653686,-2.8723622362252654,False
-2.4657189127513752,-2.9317856644881735,True
-2.948149472890821,-3.0427399011594907,True
-3.460107356580141,-3.913195190855601,True
-2.347358880292935,-2.860867555734391,True
-2.489911750853552,-2.9677358719299693,True
-2.489911750853552,-3.2074199643010566,True
-2.40708149058446,-2.3855916214888566,False
-2.40708149058446,-2.774330020396519,True
-3.0193458674997706,-3.538210426183308,True
-3.2511055439626944,-3.4707766407509553,True
-3.495422842539847,-4.094022873230278,True
-2.6286107507782748,-3.8215535919253645,True
-1.9367153957445065,-2.459821460652165,True
-2.9259360771025777,-3.085546748832138,True
-2.173448080956587,-2.597034283884568,True
-3.473302295224534,-4.061391962899102,True
-2.7386609735750915,-2.620538190372127,False
-2.253496825456643,-2.867467616352181,True
-2.4325538851363766,-2.651564305439103,True
-3.527049223735048,-3.8288680668256347,True
-1.8896810107731394,-2.100196175255059,True
-3.285755126643926,-3.429131267788379,True
-2.69084695090791,-2.8312127289896845,True
-2.5483550668154336,-3.0661579387034923,True
-2.4333416096533735,-3.0252923832709997,True
-2.8292545806616545,-3.1566272663185373,True
-2.7000575876115667,-3.871695594815537,True
-2.625455359652794,-3.3178814046337113,True
-3.164078658912331,-4.2380440289125545,True
-2.6521558241488843,-2.9943941081874073,True
-3.1842747928781643,-3.3014255247803197,True
-2.9708980032286894,-3.306424343311745,True
-2.787408043184673,-2.8703927799023834,True
-2.680013743898252,-3.106780658932015,True
-2.792446751791217,-2.899185199108187,True
-2.577431342427564,-2.946328509482555,True
-3.533273447304964,-4.017320118844509,True
-3.262818105518818,-3.649524820347627,True
-2.785925349032578,-3.756805144783217,True
-3.35559095707722,-4.0826545535121115,True
-3.7726553675389507,-4.799136881644909,True
-3.2456931311830166,-3.7805802960340915,True
