GEITje_chat_corr_score,GEITje_chat_wrong_score,GEITje_chat_right
-5.423724068217867,-5.886861154600046,True
-3.795725949737769,-3.9568264349513544,True
-3.444735117588425,-3.6669385189556385,True
-3.757975928518655,-4.855905229536195,True
-3.280987504747185,-3.8714660475372513,True
-4.4168906160547134,-5.585416256285195,True
-3.947877593018182,-4.534492936709689,True
-4.29040100723505,-5.918416096685598,True
-4.704541947960804,-4.786459693735136,True
-4.704541947960804,-4.7963062857286,True
-4.704541947960804,-4.744436205683936,True
-3.3891108349263153,-3.914590425323695,True
-4.14780260505698,-5.165605371150638,True
-3.076389486081419,-4.063636221527304,True
-4.688786794431508,-4.667939401697367,False
-3.956253122155821,-5.421140798910831,True
-3.956253122155821,-4.94192993316877,True
-4.182749788138608,-5.877518066670746,True
-4.092037982219659,-6.506769776344299,True
-3.403373023679402,-5.723945338412055,True
-6.410949082346633,-7.87087926864624,True
-4.0362718356914735,-5.5580495645075905,True
-5.052953951034397,-8.572983348369599,True
-3.9782279657196744,-6.818328428268432,True
-2.601317346054202,-4.7281485695893934,True
-4.358338199274537,-7.170693087668042,True
-3.386658123505564,-6.741388907777339,True
-3.4019839997034236,-5.62204891489299,True
-3.5419935470239983,-4.569806959893969,True
-4.165364193730056,-5.584740646183491,True
-2.7274985312208933,-4.38246987815243,True
-3.555492042040714,-4.171805173158646,True
-4.784162774682045,-5.394046273082495,True
-4.5653502443536125,-4.421947678249456,False
-3.4713679864752605,-3.8880102934344904,True
-4.070171150896284,-5.083201249440511,True
-3.0652495796325225,-4.312360506674105,True
-4.030143724547492,-5.335783200131522,True
-4.319222305330186,-5.761496838415042,True
-3.5058554903953336,-4.260467491102948,True
-3.164813882798295,-4.844363206489519,True
-4.191053012592925,-5.331797639528911,True
-3.595931083338242,-4.557578826190862,True
-2.9311295248307117,-3.6367920823395252,True
-4.225491959642871,-5.046265148094972,True
-4.291373112262226,-5.96589846270425,True
-4.291373112262226,-6.01751048224313,True
-3.620189435314387,-5.538072645043333,True
-3.862492170598772,-5.802871644496918,True
-5.10933347090031,-6.290885041157405,True
-3.4586520739407702,-5.012037014278273,True
-5.881946589265551,-7.617042624950409,True
-5.424801129433844,-7.1458936187749105,True
-6.582138094784958,-9.267126846313477,True
-2.7548397703095753,-4.013828872976592,True
-4.554753956472268,-6.3230891327063246,True
-2.9405978223541753,-4.83698343206197,True
-3.077028110622981,-3.5771342088969855,True
-3.298645491316711,-4.0582832777026026,True
-4.511132081504911,-5.862329468131065,True
-3.82588092982769,-5.434313803911209,True
-3.4481342608115586,-5.393428583318989,True
-4.298526599885008,-6.239105134380225,True
-3.215700976550579,-4.324474753439427,True
-3.6645783438249055,-5.822485687650947,True
-3.3373261138452412,-3.9907194624344506,True
-2.477660016984513,-3.092126755909703,True
-4.576406370755285,-5.56244181622751,True
-3.2953056978691495,-3.2312932690354357,False
-3.9889353592318204,-6.925848228590829,True
-3.7916059690625845,-5.572430290281773,True
-4.687078751655968,-7.228786161967686,True
-3.3393840542915068,-4.7414622571733265,True
-4.054491234249144,-6.5632781982421875,True
-3.754601272987202,-6.738945209421217,True
-3.874523954359271,-5.038776868581772,True
-3.528678920305207,-4.090165252479809,True
-3.418954979395494,-4.662253932519392,True
-3.493872014902687,-3.9339481284841895,True
-4.8966770639850035,-5.313844462235768,True
-3.5899041875090916,-4.191297655522993,True
-2.7527375202366784,-3.9744989098641477,True
-5.206004865991417,-5.453576913103461,True
-3.278131699934602,-4.7838646322488785,True
-2.1713142891071935,-3.2609530013869517,True
-4.069695465883706,-5.44236433574697,True
-3.8514249199612425,-4.996226340532303,True
-4.427616689633578,-5.517770888702944,True
-2.9660344837514763,-4.1044314826382715,True
-5.056404139225681,-6.231552936964565,True
-3.6212690270198933,-4.282637917521325,True
-3.1217448543808133,-3.3707051374901646,True
-3.2771743209447197,-3.7602980367294303,True
-2.8151377012088363,-3.271270851005933,True
-2.496191269895644,-3.0693170118756825,True
-3.576084113121033,-4.394502198696136,True
-4.761403790907934,-5.96521689533256,True
-4.097949709859677,-5.326584117694034,True
-4.278981435445894,-6.043584182858467,True
-3.538883758126576,-5.123569440510538,True
-4.031765099124724,-6.90394581688775,True
-3.0989926604949383,-5.115732282400131,True
-4.40158998472325,-5.648947332623518,True
-4.557043282561305,-7.100491923945291,True
-5.014817715906247,-8.407432715098063,True
-3.8483325439026683,-7.762351070131574,True
-2.8413266079464496,-4.565123963356018,True
-3.9570869867224245,-5.061681782826781,True
-3.4593469667088357,-4.5510625993113285,True
-3.606632363532712,-3.87645172463222,True
-3.9661396470044563,-6.667260088026524,True
-4.760706245547044,-5.764862322807312,True
-4.409816612276093,-5.25006333200468,True
-4.256180869208442,-5.256914926899804,True
-2.785120576008625,-3.0087430340771184,True
-3.8427441779058427,-5.093343647926425,True
-3.298931117425673,-4.237198249640642,True
-3.6481838564070452,-4.721675995055942,True
-3.807873796423276,-4.3710820528212935,True
-2.880782268859441,-3.5339087667640947,True
-3.3063930744461496,-3.9427768468813156,True
-2.8285512756760776,-3.7179463180134595,True
-4.327574568133181,-5.6356110375529775,True
-3.040140022151172,-3.6444473317533266,True
-3.962674755851428,-4.742983782788118,True
-3.9397035098552484,-4.533905143671505,True
-3.7914944463409483,-4.728179657127839,True
-3.528617868275058,-4.2161596123365195,True
-3.409426646431287,-4.035295156296343,True
-3.3755354440727388,-4.417988367116777,True
-4.208516940885602,-5.001840562039433,True
-3.3906768180079325,-4.607012337741253,True
-2.880782268859441,-3.5339087667640947,True
-2.8285512756760776,-3.7179463180134595,True
-3.8461149095424583,-4.699033264602933,True
-4.868848533502647,-6.070145863507475,True
-3.206492773601591,-4.015513329792157,True
-3.8608483453591664,-4.313751437002793,True
-3.040140022151172,-3.6444473317533266,True
-3.706031704754423,-4.497268226343294,True
-3.775837578726674,-4.626861338878775,True
-3.1178305737208576,-4.03528377879411,True
-3.4858919685687093,-4.463558233024863,True
-2.716187451904034,-3.1580827399897466,True
-3.667948903104601,-4.684115971217397,True
-2.8285512756760776,-3.7179463180134595,True
-3.5499573062134004,-3.9727161667508293,True
-3.713793183775766,-4.713802883154987,True
-3.573830127421388,-4.6311549463025585,True
-3.4684568605771346,-4.1847616589548124,True
-3.9156602077247737,-4.49664703358362,True
-3.8148549679104082,-4.834347733715549,True
-4.190829270591106,-4.852691349685968,True
-3.9189870288994695,-5.2788490432846755,True
-3.16738638963011,-3.7678548791856667,True
-3.3602087205454154,-4.282374794485804,True
-3.991932474790762,-5.179537131474353,True
-3.9323840674114763,-5.007721451770824,True
-4.097361562696945,-5.210160625283606,True
-4.095793656815658,-5.093768912345695,True
-4.51847342128555,-5.65640029112498,True
-4.502708586198943,-5.572180999176843,True
-3.298931117425673,-4.237198249640642,True
-3.9870030786842108,-5.181335929657022,True
-2.885189223560095,-4.143940497375979,True
-3.2675323253419126,-3.7900601295645733,True
-3.9277934950595306,-5.273425066636668,True
-3.11675650117686,-3.8064313493253263,True
-3.0096022608575534,-4.619572742513265,True
-4.864663451274282,-5.411320160841569,True
-3.7818049515791987,-4.111461900077605,True
-3.533747355426749,-5.352327112480998,True
-4.042599156822285,-4.7433909409576,True
-2.607893701708505,-3.3910270067530552,True
-3.216014014418891,-3.5043257662443597,True
-1.954264544837085,-3.9345818563120143,True
-3.284165105855209,-5.432064638340047,True
-4.134528723604308,-4.448806558305579,True
-2.199796449148175,-2.8424265716084767,True
-2.280648744640819,-3.7588136406598744,True
-2.9630662586435004,-4.796730890576145,True
-2.4372629874308283,-2.539021300148306,True
-2.5980868821191376,-3.3920854364802837,True
-3.132010012842784,-5.020305451838067,True
-2.2209000539860626,-2.804343749305493,True
-2.485252651688195,-3.0733857633134063,True
-4.174600538751326,-4.068779010000139,False
-1.5639954638191687,-2.761865305428226,True
-2.721612794505745,-3.5535558934061555,True
-2.339534004623334,-3.2508473036912013,True
-2.402789944775577,-4.050137389344552,True
-2.821592683115831,-4.076251971320464,True
-3.7826677367473684,-3.9154734576276193,True
-2.6408714580942285,-4.119724519889463,True
-3.8225440008754923,-3.944611483526601,True
-3.240398330343851,-3.6517171650616547,True
-4.431226293133064,-4.661016054790128,True
-2.968448053745533,-3.404863859729601,True
-2.4443476380973492,-3.145223778784774,True
-1.939939434637484,-2.131172315224428,True
-2.9233539143181404,-3.513375713094969,True
-1.8980051059924188,-2.069167647016002,True
-2.538496873692696,-4.033515974543856,True
-2.020449855192536,-2.7834672699827125,True
-2.4923578761709906,-2.800661278460484,True
-3.4460450019609263,-4.891657515780852,True
-3.095353524014354,-6.144314244389534,True
-2.667587738777911,-4.081578630473814,True
-2.490257074136227,-4.410387428522881,True
-3.0864976012380794,-3.752801817974874,True
-2.9533058765552416,-5.067016564280493,True
-1.9804457510163047,-4.087573106931005,True
-3.2428205488314337,-5.935034100498472,True
-2.5937857845479315,-3.4070660397516224,True
-2.585929269715383,-2.756191343818996,True
-2.585929269715383,-2.853383991151263,True
-2.585929269715383,-3.0857933129701367,True
-2.585929269715383,-2.8442128827499884,True
-2.8541337027899862,-3.3705289203247353,True
-3.525526898801987,-3.8076809006424637,True
-3.491421035862214,-3.8104893066879764,True
-3.07907201625203,-3.0989190320567666,True
-3.1700955805620956,-3.7750245254809713,True
-3.280686577247057,-3.5401162273274167,True
-2.6696397466418,-3.564791959291532,True
-2.4778435720133984,-3.615144087533963,True
-3.1388617930154266,-3.957070816187687,True
-2.8371373373328725,-4.333923131321596,True
-3.216435561074117,-4.284693206393675,True
-3.402453969952603,-4.379598180260148,True
-2.85144435312224,-3.618451865211254,True
-2.468730994463775,-3.796665725431272,True
-3.042227586110433,-3.9466130531392993,True
-3.099561929695483,-4.082168882044304,True
-3.103956867810316,-4.512380497019667,True
-3.1788506422653557,-4.030549163506813,True
-3.011972602762958,-4.469668105624105,True
-3.0374575953472536,-3.3785466828679396,True
-2.455779702975148,-3.408152705630194,True
-3.6057491367391776,-4.682998468959704,True
-2.702979859448253,-3.7887377255913006,True
-2.863424229560264,-3.288942056574992,True
-2.8167743333033286,-3.57159162705232,True
-3.451937252830231,-5.071439007153878,True
-3.073357907282141,-3.651112789520994,True
-3.7921813540160656,-4.8740432232485285,True
-2.0903775579586776,-2.510890246480931,True
-3.1283095453113408,-3.265840547598499,True
-3.4084076060365023,-3.4424854101605034,True
-2.502739753734311,-3.2313316785182584,True
-3.22776588293879,-3.527312332733224,True
-2.842898395377185,-3.1723953747362095,True
-2.7580848950737464,-3.362808438638846,True
-3.148207996618617,-3.3686575937058985,True
-2.5341029274700095,-3.0686512978295055,True
-2.86816223442147,-3.5226623199791787,True
-2.3583348051045503,-2.8902633558160233,True
-2.7284519752577423,-3.2603300597716283,True
-3.4795319713572623,-4.016452858029975,True
-2.5132096669334447,-2.982187165224416,True
-2.509088496004032,-3.2751779203639932,True
-3.0636801151680344,-3.3903751438579333,True
-2.590072374531903,-3.4298407058328544,True
-3.2943381297343874,-3.821304508249159,True
-4.153535519813886,-5.0093914884200785,True
-3.2510683041637094,-3.8529329084212804,True
-2.9398335872210737,-4.605019734054804,True
-3.5064576416410396,-3.3916483640879354,False
-3.8145070124085882,-3.824959622829088,True
-3.555822471056176,-3.474756177848926,False
-3.7852044368778066,-3.6896430247447825,False
-3.1537934019969334,-3.4278353612442314,True
-2.948482376607823,-4.261369382837609,True
-3.751400371199102,-5.09450716592061,True
-4.976978489330837,-4.65206764084287,False
-5.165475875837728,-4.232995854258964,False
-4.141795367002487,-4.165149826815071,True
-5.527811224971499,-4.5966410883279005,False
-4.885913825993027,-5.321591807115409,True
-3.9779590783711885,-4.903631736757234,True
-4.475262863066746,-4.895955532098742,True
-3.5515210706875413,-3.7290792605704874,True
-3.326841280296711,-3.579818755000209,True
-4.100596421957016,-3.920537040382624,False
-4.040470570002553,-4.258535565972767,True
-3.1874603852393983,-3.4276922387037736,True
-2.3977562695611354,-3.3514205995427346,True
-3.2254110611907283,-4.316709125429043,True
-2.4193524285101375,-3.0385948604009174,True
-2.226555297218207,-2.811497933052275,True
-2.2895295763438592,-3.015473921948422,True
-2.957701238350552,-3.7839872075869607,True
-2.6618391385663864,-3.175306105956319,True
-3.2668573750171555,-3.7755048840375647,True
-3.5014787995541052,-3.91170517127547,True
-3.862905629198341,-4.013345387240031,True
-3.1704515460626377,-3.8895800331274586,True
-3.529386952135931,-3.9515557480969137,True
-3.656300972654713,-3.9582400569779566,True
-4.095649555587443,-4.122458288409689,True
-3.5959567500847496,-3.425449097322093,False
-4.151910668358409,-4.523769974982476,True
-3.694000523057077,-3.6708070990349797,False
-4.197872504009865,-3.9909444707411694,False
-3.929801728398375,-4.2498035826857254,True
-3.529939615373116,-3.908963013539345,True
-2.1843259196627844,-2.892562870414382,True
-2.48612957160168,-3.163835446717485,True
-2.113974718537065,-2.886996247529453,True
-2.3118968250440126,-3.410188466952036,True
-1.7281776331052263,-2.2471575636326095,True
-2.7661702739651446,-3.6894565620921185,True
-2.8279914282188354,-3.8303306076923036,True
-1.9101557520349899,-2.767808704024077,True
-4.0747337625830875,-5.417296692728996,True
-3.1467485557460653,-4.038887133838476,True
-2.9653702957609007,-2.826615561132785,False
-2.719183909571496,-2.8185146468803395,True
-3.2733157503155073,-3.1041963429344928,False
-3.4305102922616673,-3.99208105771977,True
-3.3608482968491242,-3.35682358276053,False
-4.469417141085224,-4.221072465830852,False
-1.9294362748105414,-2.435256369255108,True
-2.5667434483223657,-2.826346627187117,True
-3.2094153306232047,-3.6147391806046167,True
-4.1017238355805326,-4.46947427627941,True
-2.688612208585255,-2.895102228061981,True
-2.6592585331648784,-3.4712656807221887,True
-3.422809564620944,-3.4364375592544785,True
-3.023946533786754,-4.639175843199094,True
-3.256832370217574,-3.870448547120153,True
-3.6556963291866986,-2.9202018736892503,False
-2.5403956055597123,-2.2321046698568283,False
-2.905466301591256,-2.5920578218934316,False
-2.9315053298758524,-2.6523043513210722,False
-3.0472536861179833,-3.1729974926840807,True
-3.1535460586318447,-3.8588185520897698,True
-2.4186660885973064,-2.2746142899153106,False
-3.287556204706187,-3.708092983406352,True
-3.0249136186253054,-3.662675044124626,True
-3.7196464925509645,-3.968395358970156,True
-2.8430823378559364,-3.165121244752754,True
-3.452696453954559,-3.7163753796485253,True
-3.6262877148886523,-5.580480737611651,True
-2.12668926110134,-2.105695840010303,False
-2.264348247905478,-2.2426046142994287,False
-2.401664904869644,-2.2699393274388058,False
-4.157043068584664,-4.140647103488196,False
-3.508401552535221,-3.591155915055424,True
-2.8455868657692918,-3.7423362887930125,True
-2.8455868657692918,-4.286511947284453,True
-2.44308852198006,-3.032495117040143,True
-1.6511113946628484,-2.137520324155612,True
-2.8578376092795224,-3.0520366589375043,True
-2.5145077978628856,-4.483077629236504,True
-4.497423920329311,-4.06235165293862,False
-2.645010186796829,-3.356857551624601,True
-2.1774269041721213,-2.2962445198301626,True
-2.4123055370481388,-2.324576442065758,False
-2.4191358778446013,-2.315193756649169,False
-2.096282256846001,-2.58768305587651,True
-2.8384096303951467,-3.160561491869502,True
-2.3583288117487324,-2.6447372465805126,True
-2.127303013087721,-2.837013584742912,True
-2.9507572141642537,-3.2410280859027503,True
-3.8650102678754763,-3.8625466129378765,False
-2.4959634901776755,-2.8955266412702056,True
-3.6840986894617043,-4.091330130026472,True
-3.6598045389303895,-3.7927309683171937,True
-3.574866053127731,-3.9845511591569944,True
-2.492235449406989,-2.81493708722543,True
-3.135656895920829,-2.749470810368939,False
-2.8358460103855805,-3.2232820440206638,True
-2.850912122581523,-3.074352125649217,True
-3.0285334910170576,-3.506933686012644,True
-2.630760883981168,-3.2360394761944917,True
-2.751646630942751,-3.410099430630477,True
-2.751646630942751,-4.046850464388339,True
-3.064347966202149,-3.083894986756121,True
-3.064347966202149,-4.171171404474535,True
-2.763288462681215,-3.396753316913658,True
-3.8984066113934044,-3.9312494672725307,True
-3.586643446327071,-4.531881383806467,True
-2.951195624469953,-4.226353083338056,True
-2.010168350031487,-2.4371128205010057,True
-3.215236839375666,-3.3398012058576567,True
-2.4705559488786095,-3.2579622983837906,True
-4.013421079059804,-4.837773702172045,True
-2.563477288067386,-2.6638141818092897,True
-2.686105182399034,-3.1986247006045434,True
-2.6928101879751445,-2.9238715552216847,True
-3.3933090394370993,-3.786952987400582,True
-2.0951042424162964,-2.4162893882007253,True
-3.277265020251798,-3.7622336000495125,True
-3.3385871868360097,-3.173361522899397,False
-2.3674123101644735,-3.175532201376024,True
-2.8588654911046003,-3.6534794165751294,True
-2.834668871713461,-3.2333910140632725,True
-3.1617119770945625,-4.531081572382177,True
-2.471887375939999,-3.553978409827202,True
-3.560768721747081,-4.281048206355062,True
-2.9025862898068646,-3.735585664909405,True
-3.167206419415177,-3.416801668762168,True
-2.758176986963104,-3.1153654094339704,True
-3.1598276029068075,-3.205204106206293,True
-2.7357892737136353,-3.3080297306927,True
-3.3689471057900846,-3.6872735493682285,True
-2.6064579172557893,-3.5647602780526917,True
-3.9260750080732882,-4.560484414604919,True
-3.9936698293313384,-4.462237752974033,True
-3.7245004893744147,-4.136815668075932,True
-4.199347291048616,-5.719363637827337,True
-4.1446764192015895,-5.102679314890078,True
-3.344756226390973,-3.7275965706891383,True
