GEITje_DPO_corr_score,GEITje_DPO_wrong_score,GEITje_DPO_right
-2.3257317687580326,-3.570191251248616,True
-2.6648883440793725,-3.454485187240477,True
-2.3064430466338006,-4.0706143987879235,True
-2.7152993739603386,-4.207398878006123,True
-2.901576562559577,-3.9930683429042153,True
-2.3316433998723585,-3.4218366740096826,True
-1.9444141838595377,-2.9338873494416475,True
-2.5688064559129997,-3.35200507461171,True
-2.79070915767273,-3.778528389196678,True
-2.579834447000534,-3.6796443721351144,True
-2.7736482192441536,-3.885104820452008,True
-2.64732762793182,-3.885994353734602,True
-2.572919454289513,-2.9754127638181673,True
-2.129893774191684,-3.0301161639712517,True
-2.95552793230648,-3.4878673536082108,True
-2.495501768390218,-3.4058575108647346,True
-2.4111410161301268,-2.872974923412715,True
-2.6273422786533565,-3.197415340691805,True
-2.838161999715829,-3.8469242533812156,True
-2.572851220689093,-3.2446644973372005,True
-3.1509935463157794,-3.972608934954873,True
-1.96094252956897,-2.4114285310658845,True
-2.423628613609574,-2.976532441787034,True
-2.692008749765056,-3.3254431624044467,True
-1.9637447650183115,-2.8965477351756657,True
-3.003965464505988,-3.525051655868689,True
-2.5136187612917733,-3.0581250221370473,True
-2.350560243520886,-3.3329014589389163,True
-2.686101492093359,-3.263250744668767,True
-2.279816662027067,-2.751719531869557,True
-2.3324448506570663,-2.9056177371610827,True
-1.9209813663430395,-2.8090559513817426,True
-2.4219397772137055,-3.1930305912484123,True
-2.704229136803693,-3.533539087205243,True
-2.2483139684874778,-2.98382824514044,True
-2.3182058317207046,-3.287340418197259,True
-2.688920831361381,-3.3219363660257506,True
-2.4769644158005426,-3.118653300970133,True
-2.913509251619689,-3.5967911300249398,True
-3.4933757123872056,-4.417238018789794,True
-3.1009232649375917,-3.321304509838228,True
-2.6800010075385217,-4.32792284488678,True
-2.8722138839317872,-2.971289351178954,True
-3.2586834016437933,-3.4351776894181967,True
-3.2162389451299203,-3.058613483838809,False
-3.292840259934151,-3.453999986690178,True
-2.9386660263213082,-2.8518085782246394,False
-2.7228235041117537,-3.5397821115295622,True
-3.290320386313117,-4.204083524122203,True
-4.2624858277184625,-4.4301005318760875,True
-3.872878623136785,-3.6984428672973686,False
-3.357013395854405,-3.574078019062819,True
-4.6758149202380865,-3.6726673871321096,False
-3.8162040114070157,-4.725253500044346,True
-3.3013421414038424,-4.130728390716038,True
-3.922460408968618,-4.1945890387345575,True
-3.4281285205537357,-3.8595011048018932,True
-3.218233754985877,-3.4562638417451774,True
-3.929529910162091,-3.8064394276589155,False
-3.58456106876838,-4.079808480260374,True
-3.3985957883047853,-3.5351471403606096,True
-2.2222218562111493,-3.036288707269705,True
-2.5860476731841726,-3.711188469129411,True
-1.770197117701116,-2.2919302835787674,True
-1.876169803028991,-2.245513081537562,True
-1.8108846170783528,-2.4684983246055814,True
-2.0437970385840742,-2.888611310383567,True
-2.3528523812389417,-2.9632213145509416,True
-3.2229462214274376,-3.5986169761495796,True
-3.6949737294990985,-3.9006399043525257,True
-4.018456707982456,-3.95339851990438,False
-2.5710679248867865,-3.463080333684047,True
-3.5844934560522876,-3.872118720894351,True
-3.3302266870143487,-3.4621734260783543,True
-3.7857674441474956,-4.002862290064513,True
-3.6027622557012364,-3.5792377876738706,False
-3.6202250322436584,-4.0110737839165855,True
-3.6785995805882576,-3.806049318135004,True
-4.020947934288415,-3.847227409725747,False
-3.4983380868661165,-4.106413112932762,True
-3.388175462098683,-3.6422137989909116,True
-1.9636836005380285,-2.411167101967439,True
-1.917478390278518,-2.7575982203106832,True
-1.6963758276265821,-2.519286857726911,True
-1.919053629196128,-2.72808654724804,True
-1.5738542333545575,-2.104663251524802,True
-2.0523288721861377,-2.8798412330943393,True
-2.273632577167397,-3.0798094591960155,True
-1.6338160850744317,-2.277706471728925,True
-3.311744208809816,-4.601655840873718,True
-2.9650109291813957,-3.533386849528012,True
-2.710503594367765,-2.6291703081503512,False
-2.402229275384774,-2.4874107390893188,True
-3.13721525515656,-2.9389734211803633,False
-3.0067686848832587,-3.4062530039111154,True
-2.8362311202031885,-2.8285884097856884,False
-3.9306878918515786,-3.5486113417942153,False
-1.5092537711771001,-1.9171152181354247,True
-1.8790176939487888,-2.487524985901213,True
-2.8881593604500475,-3.091531108568112,True
-3.4439616018834593,-4.2052572100112835,True
-1.9491792583066854,-2.346442850957186,True
-2.2727444739433245,-2.879034102344039,True
-3.001562137262123,-2.952749150716023,False
-2.8460502083102863,-4.135579109936953,True
-2.6361077701561095,-3.35755225917415,True
-3.066127758258627,-2.5754663065540457,False
-2.184198254510588,-1.9283447750136615,False
-2.4425312774658408,-2.0515209895121735,False
-2.476337886349277,-2.195946683406364,False
-2.5877144268888514,-2.7107233563560293,True
-2.692549771372695,-3.1491552314560978,True
-2.1775542828956316,-2.335270115021154,True
-2.7947055086727177,-3.3105122755716687,True
-2.524715402582842,-3.1517137810674285,True
-3.0053713782981504,-3.304190678172745,True
-1.968851692861576,-2.655992126761703,True
-2.749236859031953,-3.1865934176312294,True
-2.9208094192047915,-4.417733887210488,True
-1.767046322899577,-1.7706458577165904,True
-1.9206613591017057,-1.9149319058772865,False
-1.9784845171781766,-1.8695371869551611,False
-3.42967728684128,-3.68117662718162,True
-3.044128080714682,-3.2083630427452072,True
-2.5900774719193578,-3.368650704389438,True
-2.5900774719193578,-3.5749555956572294,True
-1.8233796518148953,-2.4535086227237786,True
-1.4675315515128555,-1.6788149253738818,True
-2.21186333164369,-2.280076975955035,True
-1.965054427017094,-3.8431807285718,True
-4.082765863385118,-3.6028565772806664,False
-2.436777147641351,-3.0873387108735746,True
-2.089868696215986,-2.101336435520683,True
-2.1378820148930964,-2.114781623258815,False
-2.062162516983517,-2.0278418553154918,False
-1.8792314862734085,-2.6199952067461334,True
-2.436524255987024,-3.2073734124152047,True
-1.9166878556295868,-2.2660900883428337,True
-1.7009016748368437,-2.6891130135336425,True
-2.4481875098958374,-2.725488860650886,True
-3.359657437095507,-3.4873905878002915,True
-1.9719177152015215,-2.3016280491251058,True
-3.2056532061220424,-3.8266099527558253,True
-2.947961720321045,-3.487528431630327,True
-2.6828625934854657,-3.253983757543293,True
-1.9048065940019916,-2.4626316118451275,True
-2.4160404087015195,-2.425671423269523,True
-2.0596893273988712,-2.662745100843665,True
-2.291045806809587,-2.735088491028471,True
-2.547671455394095,-3.0984309760011683,True
-2.268787966499872,-2.8234011589902366,True
-2.5002352402753836,-3.1109478844047866,True
-2.5002352402753836,-3.6135296031256745,True
-2.507471043827536,-2.810868542825574,True
-2.507471043827536,-3.501855115492617,True
-2.4700396822973794,-3.177305956159743,True
-3.305799524404232,-3.248120763042928,False
-3.230929406208452,-4.175947261601687,True
-2.2854602207424857,-3.211750048611845,True
-1.8448000476799078,-2.191324805662185,True
-2.924288715251896,-2.7235491309082134,False
-2.044238082893844,-2.7127118144882845,True
-3.3678214041542054,-3.7143513994394906,True
-2.1929288936026516,-2.3976420208507787,True
-2.2362887349587357,-2.884437796720805,True
-2.137436641707609,-2.420097299680967,True
-3.099288516735214,-3.4131550970632816,True
-1.7598029513008606,-2.106677129793256,True
-2.503657288511749,-2.864259509369731,True
-2.828115220962852,-2.9164712602199105,True
-2.105655503857716,-2.9633159590111147,True
-2.44389572410881,-3.142984796369044,True
-2.6215714536665473,-3.1828258801760967,True
-2.458639434429214,-3.802142804461148,True
-2.319890802117273,-3.0242453420743307,True
-3.0731520804462584,-3.7053717098242487,True
-2.6698012586969595,-3.2708985320686432,True
-2.9355671167981603,-3.236868912321774,True
-2.2642157632268973,-3.1131409400749313,True
-2.3506280484987654,-2.5952473393765105,True
-2.3548972637418912,-2.9971242151361714,True
-2.815604243936832,-3.1277954065317317,True
-2.0485225103823015,-2.855398528619416,True
-3.4019877329750066,-4.086343881596501,True
-3.212528287433088,-3.7964126939574876,True
-3.051122725242749,-3.8276876902361567,True
-3.609798946097726,-5.164369938941673,True
-3.4510895891133777,-4.588618955707976,True
-2.740173033048632,-3.079062207310926,True
